regiao;data;turno;praca;subpraca;logados;slots;pct_logados;horario_coleta;modal
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;42;42;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;4;5;80.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;NITEROI;LIVRE;3;6;50.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;3;5;60.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;NITEROI;ICARAÍ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - BARRA;LIVRE;12;12;100.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;67;67;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;5;5;100.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;64;73;87.7%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;115;130;88.5%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;113;113;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE CPS;NITEROI;GRAGOATÁ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE CPS;RIO - ZONA SUL;LIVRE;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;12;16;75.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;113;116;97.4%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;28;29;96.6%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;2;4;50.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;RECREIO;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;2;4;50.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;1;3;33.3%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - BARRA;TAQUARA;22;29;75.9%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;RECREIO;85;100;85.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;8;8;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;3;3;100.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;8;8;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;6;8;75.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;33;37;89.2%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;8;8;100.0%;2026-07-16 16:57;Todos
Niteroi;2026-07-16;TARDE;RIO - BARRA;TAQUARA;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Niteroi;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;6;12;50.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;42;42;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;4;5;80.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;NITEROI;LIVRE;3;6;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;3;5;60.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;NITEROI;ICARAÍ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - BARRA;LIVRE;12;12;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;67;67;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;5;5;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;64;73;87.7%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;115;130;88.5%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;113;113;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE CPS;NITEROI;GRAGOATÁ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE CPS;RIO - ZONA SUL;LIVRE;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;12;16;75.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;113;116;97.4%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;28;29;96.6%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;2;4;50.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;RECREIO;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;2;4;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;1;3;33.3%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;TAQUARA;22;29;75.9%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;RECREIO;85;100;85.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;3;3;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;6;8;75.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;33;37;89.2%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Campo Grande;2026-07-16;TARDE;RIO - BARRA;TAQUARA;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Campo Grande;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;6;12;50.0%;2026-07-16 16:57;Todos
