regiao;data;turno;praca;subpraca;logados;slots;pct_logados;horario_coleta;modal
Sao Paulo;2026-07-16;TARDE 15H30 - 18H29 FR;SP DEDICADO;Greentable - Rebouças;0;0;0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;MOOCA - SP;11;38;28.9%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;FE- Sushi por 0,99 Pompeia| HUB Virtual;1;1;100.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;FE - Papila Centro | HUB Virtual;0;1;0.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Greenjoy - Wraps & Saladas - Jardins;1;1;100.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Patties Tatuapé;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;PINHEIROS - SP;6;93;6.5%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Greenjoy - Wraps & Saladas- Vila Olímpia;2;2;100.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Poke Garden  - Jardins;2;2;100.0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;SAO PAULO - BROOKLIN - (MINI BTU FD);1;1;100.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;CACHOEIRINHA - SP;12;63;19.0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30 - 18H29 FR;SP DEDICADO;Patties Burger - Bandeirantes;0;0;0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;MOOCA - SP;8;38;21.1%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Patties Burger - Bandeirantes;1;1;100.0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;SAO PAULO - JARDINS - (MINI BTU FD);0;1;0.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30 - 18H29 FR;SP DEDICADO;Patties Santana;0;0;0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;ITAIM E BROOKLIN E INDIANAPOLIS - SP;16;119;13.4%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;SAO PAULO - PARAISO - (MINI BTU FD);1;1;100.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;TATUAPE - SP;3;43;7.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;CACHOEIRINHA - SP;14;63;22.2%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;SAO PAULO - PINHEIROS - (MINI BTU FD);0;1;0.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SP DEDICADO;Patties Santana;0;1;0.0%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;PANAMBY E VILA SONIA - SP;24;58;41.4%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;JABAQUARA E SANTO AMARO - SP;6;34;17.6%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;ACLIMACAO - SP;1;38;2.6%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;VILA GUILHERMINA - SP;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;TATUAPE - SP;15;43;34.9%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;PERDIZES - SP;19;51;37.3%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;MANDAQUI - SP;39;102;38.2%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;INTERLAGOS - SP;3;6;50.0%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;ARICANDUVA - SP;1;11;9.1%;2026-07-16 16:57;Todos
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;ARICANDUVA - SP;4;11;36.4%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;CIDADE DAS FLORES - SP;27;46;58.7%;2026-07-16 16:57;MOTORCYCLE
Sao Paulo;2026-07-16;TARDE 15H30-18H29;SAO PAULO;ACLIMACAO - SP;6;38;15.8%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;42;42;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;4;5;80.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;NITEROI;LIVRE;3;6;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;3;5;60.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;NITEROI;ICARAÍ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - BARRA;LIVRE;12;12;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;67;67;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;5;5;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;64;73;87.7%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;115;130;88.5%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;113;113;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE CPS;NITEROI;GRAGOATÁ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE CPS;RIO - ZONA SUL;LIVRE;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;12;16;75.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;113;116;97.4%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;28;29;96.6%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;2;4;50.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;RECREIO;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;2;4;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;1;3;33.3%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;TAQUARA;22;29;75.9%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;RECREIO;85;100;85.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;3;3;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;6;8;75.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;33;37;89.2%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Madureira;2026-07-16;TARDE;RIO - BARRA;TAQUARA;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Madureira;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;6;12;50.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;42;42;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;4;5;80.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;NITEROI;LIVRE;3;6;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;3;5;60.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;NITEROI;ICARAÍ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - BARRA;LIVRE;12;12;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;67;67;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;5;5;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;64;73;87.7%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;115;130;88.5%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;113;113;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE CPS;NITEROI;GRAGOATÁ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE CPS;RIO - ZONA SUL;LIVRE;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;12;16;75.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;113;116;97.4%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;28;29;96.6%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;2;4;50.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;RECREIO;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;2;4;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;1;3;33.3%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;TAQUARA;22;29;75.9%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;RECREIO;85;100;85.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;3;3;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;6;8;75.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;33;37;89.2%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Barra;2026-07-16;TARDE;RIO - BARRA;TAQUARA;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Barra;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;6;12;50.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;42;42;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;4;5;80.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;NITEROI;LIVRE;3;6;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;3;5;60.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;NITEROI;ICARAÍ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - BARRA;LIVRE;12;12;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;67;67;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;CACHAMBI;5;5;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;IPANEMA;64;73;87.7%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;VILA ISABEL E SAO CRISTOVAO;115;130;88.5%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;COPACABANA E BOTAFOGO;113;113;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE CPS;NITEROI;GRAGOATÁ;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;Rio Zona Sul - Centro;1;5;20.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE CPS;RIO - ZONA SUL;LIVRE;11;12;91.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;12;16;75.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;113;116;97.4%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;28;29;96.6%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;2;4;50.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;RECREIO;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;2;4;50.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;1;3;33.3%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;SANTA CRUZ;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;TAQUARA;22;29;75.9%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;RECREIO;85;100;85.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;PENHA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;Rio Barra - Centro;3;3;100.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;REALENGO;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;IRAJÁ;6;8;75.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;JACAREPAGUA;33;37;89.2%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;MONTEIRO;1;4;25.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;FREGUESIA;0;3;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - MADUREIRA;ROCHA MIRANDA;8;8;100.0%;2026-07-16 16:57;Todos
Rio - Zona Sul;2026-07-16;TARDE;RIO - BARRA;TAQUARA;2;3;66.7%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;0;4;0.0%;2026-07-16 16:57;MOTORCYCLE
Rio - Zona Sul;2026-07-16;TARDE;RIO - CAMPO GRANDE;CENTRO;6;12;50.0%;2026-07-16 16:57;Todos
